,0
488,"""Fragile X mental retardation syndrome related protein (FXR2) mRNA"""
489,"""No cluster in current Unigene and no Genbank entry for H15124 (qualifier H15124)"""
490,"""KIAA0389 gene"""
491,"""KIAA0389 gene"""
492,"""ESTs"""
493,"""ESTs, Highly  similar to GLUTAMATE RECEPTOR 6 PRECURSOR [Rattus norvegicus]"""
494,"""Calcineurin A catalytic subunit [human, testis, mRNA, 2134 nt]"""
495,"""ESTs, Highly  similar to TRNA-SPLICING ENDONUCLEASE POSITIVE EFFECTOR [Saccharomyces cerevisiae]"""
496,"""ESTs"""
497,"""ESTs, Highly  similar to CELL SURFACE GLYCOPROTEIN A15 [Homo sapiens]"""
498,"""ESTs, Highly  similar to CELL SURFACE GLYCOPROTEIN A15 [Homo sapiens]"""
499,"""No cluster in current Unigene and no Genbank entry for H15533 (qualifier H15533_f)"""
500,"""No cluster in current Unigene and no Genbank entry for H15533 (qualifier H15533_r_i)"""
501,"""CRARF C4/C2 activating component of Ra-reactive factor"""
502,"""CRARF C4/C2 activating component of Ra-reactive factor"""
503,"""No cluster in current Unigene and no Genbank entry for H15562 (qualifier H15562)"""
504,"""ESTs, Highly  similar to BETA-CHIMAERIN [Rattus norvegicus]"""
505,"""ESTs"""
506,"""ESTs, Moderately similar to lysyl oxidase-related protein [H.sapiens]"""
507,"""ESTs, Moderately similar to lysyl oxidase-related protein [H.sapiens]"""
508,"""ESTs, Highly  similar to INTEGRIN ALPHA-6 PRECURSOR [Homo sapiens]"""
509,"""ESTs, Weakly similar to UBIQUINOL-CYTOCHROME-C REDUCTASE COMPLEX CORE PROTEIN I PRECURSOR [H.sapiens]"""
510,"""No cluster in current Unigene and no Genbank entry for H16396 (qualifier H16396)"""
511,"""EST"""
512,"""No cluster in current Unigene and no Genbank entry for H16583 (qualifier H16583_f)"""
513,"""No cluster in current Unigene and no Genbank entry for H16583 (qualifier H16583_f)"""
514,"""No cluster in current Unigene and no Genbank entry for H16583 (qualifier H16583_i)"""
515,"""ESTs"""
516,"""ESTs"""
517,"""ESTs, Weakly similar to MYELIN TRANSCRIPTION FACTOR 1 [H.sapiens]"""
518,"""EST"""
519,"""ESTs, Weakly similar to coded for by C. elegans cDNA yk14e10.3 [C.elegans]"""
520,"""ESTs, Highly  similar to SERINE/THREONINE-PROTEIN KINASE COT-1 [Neurospora crassa]"""
521,"""ESTs, Highly  similar to SERINE/THREONINE-PROTEIN KINASE COT-1 [Neurospora crassa]"""
522,"""APLP2 Amyloid beta (A4) precursor-like protein 2"""
523,"""AMFR Autocrine motility factor receptor"""
524,"""TIAL1 TIA1 cytotoxic granule-associated RNA-binding protein-like 1"""
525,"""IEF SSP 9502 mRNA"""
526,"""ESTs, Weakly similar to F46B6.4 [C.elegans]"""
527,"""CX3C chemokine precursor, mRNA, alternatively spliced"""
528,"""ESTs"""
529,"""ESTs, Moderately similar to CEREBELLAR-DEGENERATION-RELATED ANTIGEN [H.sapiens]"""
530,"""NUCLEOLIN"""
531,"""ESTs, Highly  similar to KINESIN HEAVY CHAIN [Mus musculus]"""
532,"""ESTs"""
533,"""PTPRZ Protein tyrosine phosphatase, receptor-type, zeta polypeptide"""
534,"""EST"""
535,"""Mac-2 binding protein mRNA"""
536,"""Mac-2 binding protein mRNA"""
537,"""ESTs"""
538,"""ESTs"""
539,"""ESTs"""
540,"""ESTs"""
541,"""Peptidyl-prolyl isomerase and essential mitotic regulator (PIN1) mRNA"""
542,"""G protein gamma-11 subunit mRNA"""
543,"""TCF6L1 Transcription factor 6-like 1 (mitochondrial transcription factor 1-like)"""
544,"""TCF6L1 Transcription factor 6-like 1 (mitochondrial transcription factor 1-like)"""
545,"""ESTs"""
546,"""No cluster in current Unigene and no Genbank entry for H18855 (qualifier H18855)"""
547,"""No cluster in current Unigene and no Genbank entry for H18855 (qualifier H18855)"""
548,"""Immunoglobulin-like transcript 4 mRNA"""
549,"""ESTs, Highly  similar to PROTEIN PHOSPHATASES PP1 REGULATORY SUBUNIT SDS22 [Schizosaccharomyces pombe]"""
550,"""Ral guanine nucleotide dissociation stimulator mRNA, partial cds"""
551,"""No cluster in current Unigene and no Genbank entry for H19208 (qualifier H19208)"""
552,"""No cluster in current Unigene and no Genbank entry for H19232 (qualifier H19232)"""
553,"""No cluster in current Unigene and no Genbank entry for H19272 (qualifier H19272)"""
554,"""No cluster in current Unigene and no Genbank entry for H19309 (qualifier H19309)"""
555,"""Nucleotide binding protein mRNA"""
556,"""ANK3 Ankyrin G"""
557,"""Transcriptional activator hSNF2b"""
558,"""No cluster in current Unigene and no Genbank entry for H19794 (qualifier H19794_f)"""
559,"""No cluster in current Unigene and no Genbank entry for H19794 (qualifier H19794_i)"""
560,"""Protein phosphatase 6"""
561,"""ESTs"""
562,"""No cluster in current Unigene and no Genbank entry for H20162 (qualifier H20162)"""
563,"""No cluster in current Unigene and no Genbank entry for H20162 (qualifier H20162)"""
564,"""ESTs"""
565,"""CDC42 Cell division cycle 42 (GTP-binding protein, 25kD)"""
566,"""NME1 Non-metastatic cells 1, protein (NM23A) expressed in"""
567,"""TSC2 Tuberin"""
568,"""Cell adhesion protein (SQM1) mRNA"""
569,"""Sm protein G"""
570,"""CCND1 Cyclin D1 (PRAD1; parathyroid adenomatosis 1)"""
571,"""EST"""
572,"""MYOSIN LIGHT CHAIN ALKALI, SMOOTH-MUSCLE ISOFORM"""
573,"""FCGR3 Fc fragment of IgG, low affinity IIIa, receptor for (CD16)"""
574,"""GNB1 Guanine nucleotide binding protein (G protein), beta polypeptide 1"""
575,"""ERCC3 DNA repair helicase ERCC3"""
576,"""Acylphosphatase, muscle type (MT) isoenzyme"""
577,"""ESTs, Highly  similar to GRPE PROTEIN HOMOLOG PRECURSOR [Drosophila melanogaster]"""
578,"""No cluster in current Unigene and no Genbank entry for H21532 (qualifier H21532_i)"""
579,"""No cluster in current Unigene and no Genbank entry for H21532 (qualifier H21532_r)"""
580,"""No cluster in current Unigene and no Genbank entry for H21913 (qualifier H21913)"""
581,"""ESTs"""
582,"""ESTs"""
583,"""Caveolin-2 mRNA"""
584,"""ESTs"""
585,"""No cluster in current Unigene and no Genbank entry for H22456 (qualifier H22456)"""
586,"""No cluster in current Unigene and no Genbank entry for H22456 (qualifier H22456)"""
587,"""No cluster in current Unigene and no Genbank entry for H22550 (qualifier H22550)"""
588,"""Homolog of D. melanogaster flightless-I gene product mRNA, partial cds"""
589,"""Homolog of D. melanogaster flightless-I gene product mRNA, partial cds"""
590,"""No cluster in current Unigene and no Genbank entry for H22579 (qualifier H22579_i)"""
591,"""No cluster in current Unigene and no Genbank entry for H22579 (qualifier H22579_i)"""
592,"""ESTs, Moderately  similar to ERYTHROID KRUEPPEL-LIKE TRANSCRIPTION FACTOR [Mus musculus]"""
593,"""ESTs, Weakly similar to BETA-2-GLYCOPROTEIN I PRECURSOR [R.norvegicus]"""
594,"""Glycogenin mRNA"""
595,"""CORTICOTROPIN RELEASING FACTOR RECEPTOR 1 PRECURSOR"""
596,"""CORTICOTROPIN RELEASING FACTOR RECEPTOR 1 PRECURSOR"""
597,"""No cluster in current Unigene and no Genbank entry for H22993 (qualifier H22993)"""
598,"""ESTs"""
599,"""ESTs, Highly  similar to SKD1 PROTEIN [Mus musculus]"""
600,"""ESTs"""
601,"""ESTs"""
602,"""PDGFRA Platelet-derived growth factor receptor, alpha polypeptide"""
603,"""PDGFRA Platelet-derived growth factor receptor, alpha polypeptide"""
604,"""PDGFRA Platelet-derived growth factor receptor, alpha polypeptide"""
605,"""EST, Weakly similar to GTP-BINDING NUCLEAR PROTEIN RAN [Mus musculus; Canis familiaris]"""
606,"""No cluster in current Unigene and no Genbank entry for H23568 (qualifier H23568)"""
607,"""NADH:ubiquinone oxidoreductase subunit B13 (B13) mRNA"""
608,"""No cluster in current Unigene and no Genbank entry for H23975 (qualifier H23975_i)"""
609,"""T-COMPLEX PROTEIN 1, GAMMA SUBUNIT"""
610,"""MYC V-myc avian myelocytomatosis viral oncogene homolog"""
611,"""ESTs"""
612,"""ESTs"""
613,"""ESTs"""
614,"""CDKN1A Cyclin-dependent kinase inhibitor 1A (p21, Cip1)"""
615,"""ESTs"""
616,"""ESTs"""
617,"""ESTs"""
618,"""DDIT1 DNA-damage-inducible transcript 1"""
619,"""Dual specificity phosphatase tyrosine/serine mRNA"""
620,"""YY1 YY1 transcription factor"""
621,"""No cluster in current Unigene and no Genbank entry for H24748 (qualifier H24748_f)"""
622,"""No cluster in current Unigene and no Genbank entry for H24748 (qualifier H24748_i)"""
623,"""No cluster in current Unigene and no Genbank entry for H24748 (qualifier H24748_i)"""
624,"""ALDOA Aldolase A"""
625,"""No cluster in current Unigene and no Genbank entry for H24766 (qualifier H24766)"""
626,"""ESTs"""
627,"""No cluster in current Unigene and no Genbank entry for H24956 (qualifier H24956)"""
628,"""ESTs"""
629,"""ITPR3 Inositol 1,4,5-triphosphate receptor, type 3"""
630,"""ESTs, Weakly similar to COMPLEMENT C1R COMPONENT PRECURSOR [Homo sapiens]"""
631,"""ESTs, Weakly similar to 3',5'-cyclic-nucleotide phosphodiesterase [H.sapiens]"""
632,"""Transcriptional activator hSNF2a"""
633,"""Transcriptional activator hSNF2a"""
634,"""No cluster in current Unigene and no Genbank entry for H26101 (qualifier H26101)"""
635,"""ESTs, Highly  similar to INTEGRIN ALPHA-6 PRECURSOR [Homo sapiens]"""
636,"""ESTs, Highly  similar to INTEGRIN ALPHA-6 PRECURSOR [Homo sapiens]"""
637,"""C1QB Complement component 1, q subcomponent, beta polypeptide"""
638,"""ESTs, Highly  similar to CCAAT/ENHANCER BINDING PROTEIN BETA [Homo sapiens]"""
639,"""POSSIBLE GTP-BINDING PROTEIN HSR1"""
640,"""APOD Apolipoprotein D"""
641,"""PTPRM Protein tyrosine phosphatase, receptor type, mu polypeptide"""
642,"""IgG Fc binding protein"""
643,"""ESTs, Highly similar to metastasis-associated gene [H.sapiens]"""
644,"""MCP Membrane cofactor protein (CD46, trophoblast-lymphocyte cross-reactive antigen)"""
645,"""Latent transforming growth factor-beta binding protein-4"""
646,"""ESTs, Weakly similar to ankyrin 3, long form [H.sapiens]"""
647,"""Metastasis-associated mta1 mRNA"""
648,"""No cluster in current Unigene and no Genbank entry for H26960 (qualifier H26960_i)"""
649,"""No cluster in current Unigene and no Genbank entry for H26965 (qualifier H26965)"""
650,"""ESTs, Highly  similar to BENZOATE MEMBRANE TRANSPORT PROTEIN [Acinetobacter calcoaceticus]"""
651,"""ETV4 Ets variant gene 4 (E1A enhancer-binding protein, E1AF)"""
652,"""No cluster in current Unigene and no Genbank entry for H28070 (qualifier H28070)"""
653,"""No cluster in current Unigene and no Genbank entry for H28140 (qualifier H28140)"""
654,"""TESK1"""
655,"""SPTAN1 Spectrin, alpha, non-erythrocytic 1 (alpha-fodrin)"""
656,"""PLASMA RETINOL-BINDING PROTEIN PRECURSOR"""
657,"""SLC9A1 Solute carrier family 9 (sodium/hydrogen exchanger), isoform 1 (antiporter, Na+/H+, amiloride sensitive)"""
658,"""No cluster in current Unigene and no Genbank entry for H28452 (qualifier H28452)"""
659,"""IG ALPHA-2 CHAIN C REGION"""
660,"""Latent transforming growth factor-beta binding protein-4"""
661,"""No cluster in current Unigene and no Genbank entry for H28614 (qualifier H28614_i)"""
662,"""No cluster in current Unigene and no Genbank entry for H28614 (qualifier H28614_i)"""
663,"""No cluster in current Unigene and no Genbank entry for H28614 (qualifier H28614_r)"""
664,"""No cluster in current Unigene and no Genbank entry for H28614 (qualifier H28614_r)"""
665,"""Tetracycline transporter-like protein mRNA"""
666,"""ESTs, Highly  similar to MVP1 PROTEIN [Saccharomyces cerevisiae]"""
667,"""ESTs, Highly  similar to ZINC FINGER PROTEIN ZFP-28 [Mus musculus]"""
668,"""ACTIVATOR 1 36 KD SUBUNIT"""
669,"""ESTs, Highly  similar to VITRONECTIN PRECURSOR [Homo sapiens]"""
670,"""ATP5F1 ATP synthase, H+ transporting, mitochondrial F0 complex, subunit b, isoform 1"""
671,"""Neuronal DHP-sensitive, voltage-dependent, calcium channel alpha-1D subunit mRNA"""
672,"""ESTs"""
673,"""ESTs"""
674,"""ESTs"""
675,"""ESTs, Highly  similar to HYPOTHETICAL GTP-BINDING PROTEIN IN PMI40-PAC2 INTERGENIC REGION [Saccharomyces cerevisiae]"""
676,"""Cam kinase I mRNA"""
677,"""ICAM2 Intercellular adhesion molecule 2"""
678,"""No cluster in current Unigene and no Genbank entry for H29546 (qualifier H29546)"""
679,"""ESTs, Highly  similar to HYPOTHETICAL 46.6 KD PROTEIN IN DAL80-GAP1 INTERGENIC REGION [Saccharomyces cerevisiae]"""
680,"""ESTs, Highly  similar to PROTEIN-TYROSINE PHOSPHATASE STRIATUM-ENRICHED [Rattus norvegicus]"""
681,"""No cluster in current Unigene and no Genbank entry for H29761 (qualifier H29761)"""
682,"""Inward rectifier K+ channel protein (hirk2) mRNA"""
683,"""ESTs"""
684,"""CLAPB1 Clathrin-associated/assembly/adaptor protein, large, beta 1"""
685,"""CLAPB1 Clathrin-associated/assembly/adaptor protein, large, beta 1"""
686,"""ESTs, Weakly similar to CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE IV CATALYTIC CHAIN [Mus musculus]"""
687,"""No cluster in current Unigene and no Genbank entry for H29895 (qualifier H29895)"""
688,"""No cluster in current Unigene and no Genbank entry for H30216 (qualifier H30216)"""
689,"""No cluster in current Unigene and no Genbank entry for H30530 (qualifier H30530)"""
690,"""DNA-BINDING PROTEIN A"""
691,"""No cluster in current Unigene and no Genbank entry for H30564 (qualifier H30564_f)"""
692,"""ESTs, Highly  similar to MYOSIN LIGHT CHAIN KINASE, SMOOTH MUSCLE [Gallus gallus]"""
693,"""No cluster in current Unigene and no Genbank entry for H30660 (qualifier H30660)"""
694,"""No cluster in current Unigene and no Genbank entry for H30660 (qualifier H30660)"""
695,"""No cluster in current Unigene and no Genbank entry for H30740 (qualifier H30740)"""
696,"""No cluster in current Unigene and no Genbank entry for H30746 (qualifier H30746)"""
697,"""No cluster in current Unigene and no Genbank entry for H37925 (qualifier H37925_f)"""
698,"""No cluster in current Unigene and no Genbank entry for H37929 (qualifier H37929)"""
699,"""No cluster in current Unigene and no Genbank entry for H37929 (qualifier H37929)"""
700,"""ACYL-COA-BINDING PROTEIN"""
701,"""ESTs, Highly  similar to RIBOSOMAL PROTEIN S6 KINASE II ALPHA 2 [Mus musculus]"""
702,"""STM-7 protein"""
703,"""No cluster in current Unigene and no Genbank entry for H38444 (qualifier H38444)"""
704,"""ESTs, Weakly similar to T LYMPHOCYTE ACTIVATION ANTIGEN CD80 PRECURSOR [M.musculus]"""
705,"""No cluster in current Unigene and no Genbank entry for H38628 (qualifier H38628)"""
706,"""ESTs"""
707,"""ESTs"""
708,"""ESTs"""
709,"""ESTs, Highly  similar to HYPOTHETICAL 64.3 KD GTP-BINDING PROTEIN C02F5.3 IN CHROMOSOME III [Caenorhabditis elegans]"""
710,"""SIGNAL TRANSDUCER AND TRANSCRIPTION ACTIVATOR 5A"""
711,"""SIGNAL TRANSDUCER AND TRANSCRIPTION ACTIVATOR 5A"""
712,"""No cluster in current Unigene and no Genbank entry for H39076 (qualifier H39076)"""
713,"""No cluster in current Unigene and no Genbank entry for H39222 (qualifier H39222)"""
714,"""ESTs"""
715,"""ESTs"""
716,"""No cluster in current Unigene and no Genbank entry for H39671 (qualifier H39671_r)"""
717,"""KRT19 Keratin 19"""
718,"""Lipid-activated protein kinase PRK1 mRNA"""
719,"""SELE Selectin E (endothelial adhesion molecule 1)"""
720,"""SELE Selectin E (endothelial adhesion molecule 1)"""
721,"""SELE Selectin E (endothelial adhesion molecule 1)"""
722,"""SELE Selectin E (endothelial adhesion molecule 1)"""
723,"""ESTs"""
724,"""No cluster in current Unigene and no Genbank entry for H40108 (qualifier H40108)"""
725,"""Transcription elongation factor S-II, hS-II-T1"""
726,"""Transcription elongation factor S-II, hS-II-T1"""
727,"""PGK1 Phosphoglycerate kinase 1"""
728,"""ESTs, Highly  similar to ATP SYNTHASE BETA CHAIN, MITOCHONDRIAL PRECURSOR [Homo sapiens]"""
729,"""ESTs"""
730,"""No cluster in current Unigene and no Genbank entry for H40554 (qualifier H40554)"""
731,"""No cluster in current Unigene and no Genbank entry for H40554 (qualifier H40554)"""
732,"""TXN Thioredoxin"""
733,"""Unknown protein (BT2.1) mRNA"""
734,"""No cluster in current Unigene and no Genbank entry for H40635 (qualifier H40635)"""
735,"""No cluster in current Unigene and no Genbank entry for H40680 (qualifier H40680)"""
736,"""ESTs"""
737,"""No cluster in current Unigene and no Genbank entry for H40699 (qualifier H40699)"""
738,"""ESTs, Moderately  similar to MITOCHONDRIAL CARNITINE PALMITOYLTRANSFERASE I [Rattus norvegicus]"""
739,"""ESTs, Highly  similar to ADENYLYLSULFATE KINASE [Saccharomyces cerevisiae]"""
740,"""No cluster in current Unigene and no Genbank entry for H40980 (qualifier H40980_f)"""
741,"""No cluster in current Unigene and no Genbank entry for H40980 (qualifier H40980_i)"""
742,"""No cluster in current Unigene and no Genbank entry for H40980 (qualifier H40980_i)"""
743,"""Mitochondrial creatine kinase (CKMT) gene"""
744,"""(clones lambda-hPKC-beta[15,802]) protein kinase C-beta-1 (PRKCB1) mRNA"""
745,"""LGALS1 Ubiquinol-cytochrome c reductase core protein II"""
746,"""ESTs, Highly  similar to ALPHA-2-MACROGLOBULIN PRECURSOR [Homo sapiens]"""
747,"""ESTs, Moderately  similar to GAMMA-ADAPTIN [Mus musculus]"""
748,"""Stat-like protein (Fe65) mRNA"""
749,"""ESTs"""
750,"""GNA11 Guanine nucleotide binding protein (G protein), alpha 11 (Gq class)"""
751,"""ESTs, Highly  similar to EYE-SPECIFIC DIACYLGLYCEROL KINASE [Drosophila melanogaster]"""
752,"""ESTs, Weakly similar to unknown [H.sapiens]"""
753,"""ESTs"""
754,"""ESTs, Weakly similar to SEPTIN 2 [D.melanogaster]"""
755,"""RAC2 Ras-related C3 botulinum toxin substrate 2"""
756,"""ESTs"""
757,"""ESTs, Highly  similar to RETINOL-BINDING PROTEIN I, CELLULAR [Homo sapiens]"""
758,"""IRF1 Interferon regulatory factor 1"""
759,"""SERINE/THREONINE-PROTEIN KINASE RECEPTOR R3 PRECURSOR"""
760,"""No cluster in current Unigene and no Genbank entry for H43183 (qualifier H43183)"""
761,"""No cluster in current Unigene and no Genbank entry for H43328 (qualifier H43328_f)"""
762,"""No cluster in current Unigene and no Genbank entry for H43328 (qualifier H43328_i)"""
763,"""Retinoic acid induced RIG-E precursor (E) mRNA"""
764,"""MAP KINASE-ACTIVATED PROTEIN KINASE 2"""
765,"""MAP KINASE-ACTIVATED PROTEIN KINASE 2"""
766,"""ESTs, Highly  similar to MKR2 PROTEIN [Mus musculus]"""
767,"""DF D component of complement (adipsin)"""
768,"""ESTs, Highly similar to unknown product specific to adipose tissue [H.sapiens]"""
769,"""ESTs"""
770,"""MYH9 Myosin, heavy polypeptide 9, non-muscle"""
771,"""ESTs, Highly  similar to RAC-BETA SERINE/THREONINE KINASE [Homo sapiens]"""
772,"""ESTs"""
773,"""ESTs"""
774,"""ESTs, Highly  similar to SERINE/THREONINE-PROTEIN KINASE NRK1 [Saccharomyces cerevisiae]"""
775,"""No cluster in current Unigene and no Genbank entry for H44437 (qualifier H44437)"""
776,"""ESTs, Moderately  similar to ATP-DEPENDENT PROTEASE LA 2 [Myxococcus xanthus]"""
777,"""IL4R Interleukin 4 receptor"""
778,"""ESTs, Highly  similar to PRE-MRNA SPLICING FACTOR RNA HELICASE PRP28 [Saccharomyces cerevisiae]"""
779,"""ICH-2 PROTEASE PRECURSOR"""
780,"""FAH Fumarylacetoacetate"""
781,"""Transcriptional activator hSNF2a"""
782,"""ESTs, Highly  similar to PROTEIN PHOSPHATASE PP2A, 55 KD REGULATORY SUBUNIT, ALPHA ISOFORM [Homo sapiens; Oryctolagus cuniculus]"""
783,"""ESTs, Highly  similar to FOS-RELATED ANTIGEN 2 [Homo sapiens]"""
784,"""ARHG Ras homolog gene family, member G (rho G)"""
785,"""ARHG Ras homolog gene family, member G (rho G)"""
786,"""ESTs"""
787,"""CKMT2 Creatine kinase, mitochondrial 2 (sarcomeric)"""
788,"""PXR1 Peroxisome receptor 1"""
789,"""RDX Radixin"""
790,"""PLASMA RETINOL-BINDING PROTEIN PRECURSOR"""
791,"""ESTs, Highly similar to SERINE/THREONINE PROTEIN KINASE PITALRE [H.sapiens]"""
792,"""Transcriptional activator hSNF2a"""
793,"""Transcriptional activator hSNF2a"""
794,"""ESTs"""
795,"""ESTs, Highly  similar to SYNAPTOTAGMIN IV [Mus musculus]"""
796,"""ESTs, Highly  similar to SYNAPTOTAGMIN IV [Mus musculus]"""
797,"""No cluster in current Unigene and no Genbank entry for H46425 (qualifier H46425)"""
798,"""Transcription factor AREB6"""
799,"""ESTs, Weakly similar to transcription factor ATF-4 [H.sapiens]"""
800,"""No cluster in current Unigene and no Genbank entry for H46971 (qualifier H46971)"""
801,"""ESTs, Highly  similar to SYNAPTOTAGMIN IV [Mus musculus]"""
802,"""CYP2E Cytochrome P450, subfamily IIE"""
803,"""Mitochondrial ATP synthase subunit 9, P3 gene copy, mRNA, nuclear gene encoding mitochondrial protein"""
804,"""CD58 CD58 antigen, (lymphocyte function-associated antigen 3)"""
805,"""TIM17 preprotein translocase"""
806,"""GCKR Glucokinase regulator"""
807,"""PVALB Parvalbumin"""
